recommendations listening on port 3003
recommendations request | id=63b0cef3-b88d-45d1-b6e2-cedac1b6663e | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=a46dd4af-1646-45f6-b516-2f231fc88e0d | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=005fbfa3-d472-46f0-a47c-f66760ff90fe | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=77441d39-f4be-4b73-9068-5b29d75c8d7b | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=3 | catalogMs=4
recommendations request | id=c3afbb4b-0fa5-48f2-9284-b8abd8de991b | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=4
recommendations request | id=ce8d3201-5529-482e-93f1-c00c5432ea38 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=3 | catalogMs=4
recommendations request | id=35babbfe-32f1-46d0-8987-fb6694607098 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=4
recommendations request | id=d4bbe01f-1035-4432-a860-e3d4178abe9a | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=50d9ac1a-4c86-4ef0-8749-39db6c5194e0 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=5
recommendations request | id=c6c60bd4-c2aa-439e-b03b-c5f8b468c792 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=3
recommendations request | id=767336bb-9572-47fd-9055-dda3625dfe4e | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=2 | catalogMs=5
recommendations request | id=5d2b0d58-7138-40d7-9d7e-2c4c1129a963 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=a1b06af4-74b9-4340-aa98-e15c993d6646 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=4 | catalogMs=5
recommendations request | id=2f9e53b5-f97c-4c09-b8b7-d06dc1b259d2 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=2
recommendations request | id=8ed9c2f4-bcdd-44b8-a0df-0455db69ac71 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=2 | catalogMs=3
recommendations request | id=1256e306-d95d-4f7a-b8d0-50865f455de1 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=3
recommendations request | id=99e3172e-4d95-40a0-bad8-913407aeb604 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=4
recommendations request | id=5231b0a9-4c9c-45b0-b0e7-c8bf52bec83f | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=2 | catalogMs=3
recommendations request | id=e39acbad-838b-4b29-af46-4d6f2e9f58d1 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=3
recommendations request | id=773ac003-5fd4-4ddb-abf0-f2b1e73225e5 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=2 | catalogMs=6
recommendations request | id=63341175-6658-4a2e-bfa9-dcfdeceeb19a | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=3 | catalogMs=4
recommendations request | id=6388f35f-dbcc-49ef-836c-8c9bb983b87c | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=2 | catalogMs=8
recommendations request | id=a701da64-ed6b-4a78-a987-2c952009430e | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=3 | catalogMs=13
recommendations request | id=7553a391-d0cc-4e42-b9f6-1719dcdbc06e | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=3 | catalogMs=4
recommendations request | id=5fc4b520-5c17-40b9-8ecd-7d3dd214aba6 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=3 | catalogMs=8
recommendations request | id=38d3838c-32a4-4671-9661-c181fb25bcb7 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=5 | catalogMs=4
recommendations request | id=a5bc040a-b6d0-4653-bd48-a91d77d11488 | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=6 | catalogMs=6
recommendations request | id=c579a26a-4897-43b5-8d6a-8464925ac641 | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=9 | catalogMs=9
recommendations request | id=9f91502b-16b5-4ba4-ba3b-7832d8a77707 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=3
recommendations request | id=488efaf8-3084-45e3-8458-988913cfceb5 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=4 | catalogMs=4
recommendations request | id=7ffaa209-52f7-47e6-8ca9-2d8c2cd881ab | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=2
recommendations request | id=0a3d62c7-cb25-4361-a7e0-cba20b413286 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=2
recommendations request | id=2f1aadd8-f44d-4089-9933-19e0901e7203 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=36abcc79-4ccd-4166-8b8a-2903731a5bb6 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=5
recommendations request | id=68993805-8aff-4294-9828-86c9b1acfd45 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=5db00d06-28d9-4c7e-9a8b-d389e86d62f0 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=9203ccbe-3900-4c35-b7f7-609b8be6c4cf | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=0441ecc7-e519-4ccb-9e32-353a189cfe50 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=4
recommendations request | id=6f402a91-6e19-48e2-b5a4-735e14cde1a6 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=4 | catalogMs=4
recommendations request | id=e22d3491-1ee9-4c76-a903-f2a0d3b7f863 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=3
recommendations request | id=a4f4aad6-95c9-4374-8d8c-498de3349b18 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=2
recommendations request | id=c44e5054-dfa7-42d8-9610-2a277a081e31 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=6
recommendations request | id=6ca4aaf7-25f7-486e-98a4-a236fa6a02fe | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=a3bdf7fa-8897-4ec0-bdb4-bf63cbfe1b8d | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=7d41b360-645a-45f3-ab2f-7809f35ab859 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=e75db589-2670-4077-8a0a-de2b399cb7dc | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=27409179-4f7f-4117-9456-7da5d44d9368 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=2eeec8a5-da49-4792-a2c9-50627367c07e | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=43c81b1e-6175-4f1e-bf5c-329fd8c60943 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=0 | catalogMs=5
recommendations request | id=e6b51993-d0f3-477d-a6db-6e4564000c37 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=3
recommendations request | id=3dd0934c-4869-46af-9bb1-90fc5fb4bc51 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=143d98f1-232f-437b-932c-0927cf1a9764 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=2
recommendations request | id=b456b752-af9e-4930-ac51-7e2cfcd2eae8 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=4
recommendations request | id=3cc64935-6087-41c6-842e-25e9609deb7a | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=4
recommendations request | id=6578b1e1-d21f-4561-9e05-806a7b6c4b15 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=2b080fa4-e333-406b-8d9f-a464bddc0f54 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=5
recommendations request | id=b51393ad-b2d1-4494-8567-89064aa9fce4 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=dc5c9c35-e666-489a-b75d-a46bf0e6c7c8 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=4
recommendations request | id=b176b588-07c0-47db-be65-7cd936ed2032 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=4
recommendations request | id=eae3859b-84ff-4ed1-b529-c5ed2336cc5b | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=dc444831-7703-4d12-acf2-28b4092871a4 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=f2af0297-27d0-4d7c-86a6-95972fc2d201 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=3
recommendations request | id=2a2225aa-125e-4cbb-89c8-39f781e31f57 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=0fedbf19-89a9-402e-bbb6-bd8aaea73065 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=29cda124-f97e-486c-833a-e7682db368e7 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=3 | catalogMs=6
recommendations request | id=0fc0f006-bd09-4099-8448-46ca40075bf6 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=5 | catalogMs=5
recommendations request | id=67559f75-5303-49fa-9a9d-e7fbdd70b4b5 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=4 | catalogMs=4
recommendations request | id=1fe9d6eb-49ba-4f05-86b4-08803066a44b | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=2c6041ae-7873-4457-98a8-3c2d17bd88f1 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=5 | catalogMs=5
recommendations request | id=9b681c4d-11c9-4cc6-8ead-4e77ef8cbb8c | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=4
recommendations request | id=aa59c7b5-54a0-43cf-869f-d89e59451136 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=5
recommendations request | id=2222009d-da47-4588-a370-6a10a928a097 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=3
recommendations request | id=f44a8351-d2d1-4547-bb80-63954661e48a | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=2 | catalogMs=3
recommendations request | id=d928696f-d95a-43ee-b2fb-81ceee278cba | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=6 | catalogMs=9
recommendations request | id=d7612c31-5c8e-4b98-9439-00a7fd67eb5b | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=10 | catalogMs=9
recommendations request | id=5253feee-75ce-418e-af4f-f8aa72ae801d | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=6 | catalogMs=4
recommendations request | id=8e400dcd-c69e-4a66-a16a-65d4d69f513b | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=3 | catalogMs=5
recommendations request | id=e92d4804-f564-445c-bcf8-b33eb9bf207d | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=3
recommendations request | id=f9b46047-245e-4a3e-a6a5-a444f412d32e | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=2a4beb7d-d115-4995-ab43-c5572931d809 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=2
recommendations request | id=651e56a5-33f3-4907-beb4-a9d0e8062329 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=4
recommendations request | id=d6d70c80-fdde-4aa4-b036-cb4981c74463 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=5
recommendations request | id=ac298708-8da4-48b5-ba50-97d3d227049c | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=3 | catalogMs=4
recommendations request | id=f25a90d7-d417-4c16-bff8-0bdf7d83296a | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=15a8b358-8f5f-498e-84cb-b39aff3cea78 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=d0dcf06a-2b0b-4f33-bf5d-a0509d48f6a6 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=4
recommendations request | id=061d8232-4482-46d4-aedd-c54b6cecf498 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=e95632d6-a373-41ed-aa44-507ba8ce1035 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=b87958eb-3a8d-4cd1-a0c4-4a390d802ac8 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=43d5cced-2e8d-44d4-9b74-2eecb9eeabe9 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=cf8acad0-3228-44ff-a95e-27da01a551f8 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=c4a9a5d8-ea7c-483f-a4fa-ab2356b37cf5 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=d39f5f13-589e-4ad9-a7a7-bd5fab55c7ba | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=a31c2b6a-587a-4f45-a8d1-3032ca6b6ef3 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=49c1aa6f-eb79-4536-bee4-7999c951cc92 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=2
recommendations request | id=92c9bfe0-1d59-49a8-8501-c167148a81c2 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=3
recommendations request | id=90af3f33-b2e5-4b72-8e73-8f0dc2004a63 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=b4043517-37c9-4312-87a3-5f0ed1242229 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=d159cb99-9d44-4fa3-bbe4-974d01e05609 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=4
recommendations request | id=146c2862-bedd-4d95-8251-cbac26620a43 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=3
recommendations request | id=6c439737-20ed-4b98-acd1-c35c180bb80c | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=2 | catalogMs=6
recommendations request | id=8daddcc9-c436-42d4-9f7f-a4037f2b58b4 | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=4 | catalogMs=8
recommendations request | id=b6691e4b-a07c-455b-aac7-e28bdc4cd2cd | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=e6017489-2156-4142-a820-99cad3a02ed7 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=0 | catalogMs=4
recommendations request | id=05a1092c-9122-4321-bbba-ceedb9b0c8b1 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=2
recommendations request | id=f3005733-03ae-4674-a854-29e76ec12172 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=5
recommendations request | id=ae389718-d102-4e4e-bb29-0e7944a9c14a | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=2
recommendations request | id=4ffa2591-98d1-4644-a111-637bce9ea682 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=2
recommendations request | id=78925b71-9677-43e6-9434-2e51e321d67f | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=b0ed72e5-4bb3-43c7-9ff8-7108ed21a2ad | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=2
recommendations request | id=32c560c4-2afe-4160-8bb4-04a6f341ce93 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=d1c63b06-16da-4d51-a792-f3dc89eabc63 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=26b92087-2be0-4de4-8f03-868fef7780a9 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=2 | catalogMs=4
recommendations request | id=39d233e1-7d4b-43d6-83ec-1f734f948a22 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=4
recommendations request | id=36a5f851-2b6b-4ac5-8bb7-872f4a66adfc | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=1 | catalogMs=5
recommendations request | id=180ecf31-6ff4-49f0-a963-4f403ddc1c12 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=b66bf980-fd26-45e5-82db-3b47bbcebda6 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=3
recommendations request | id=2fd24923-b53a-498a-a7f9-c9643b323d03 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=9aa9ae52-0826-4f65-880b-82c735e77ea0 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=2 | catalogMs=6
recommendations request | id=7411ec90-7032-4d88-944e-74c25479ec39 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=4 | catalogMs=4
recommendations request | id=6b853fd5-59b1-41c8-9ad0-e588c651456c | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=313286a1-e029-43c7-a096-25942d6c8627 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=2
recommendations request | id=8208777f-9093-460d-ab10-9faba67f1de0 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=b19fd63a-61c2-4526-8f80-8f759963ce41 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=820ab5e0-9ca5-4ba0-a5c0-a8becff456c0 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=7af37518-d985-4e36-98a1-0c93c36f8f26 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=1 | catalogMs=3
recommendations request | id=3a85b516-8015-4684-9147-8ad31ad0c142 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=1ca19fa8-f137-4bad-8064-16ecadae61dd | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
