recommendations listening on port 3003
recommendations request | id=7c9cea9c-f47a-4909-bca3-878955c78b01 | GET /health | status=200 | durationMs=3 | usersMs=n/a | catalogMs=n/a
recommendations request | id=2f7479cb-9440-4f0c-b8b9-b7966f7f209f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=e99978c9-78fe-42fc-9e1e-8f0b26a165bf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=81915fc0-3a09-4e8a-a24d-9d28aa776d90 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=39952d2d-6ef3-49c6-8059-5db19f29d655 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=3b6a331c-8aa2-43c1-b7c5-aae03d7b3f1f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=a285b4a9-32c4-4413-95d0-1c592ce1b07f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=330b76fc-c7ce-45ba-aec0-e0dd8bd2ca19 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=1
recommendations request | id=74479a8d-28ea-4e3b-bf1b-8203582b959f | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=5 | catalogMs=5
recommendations request | id=0643911d-d2cf-453f-a24a-d2e4a3bb6145 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=6
recommendations request | id=d5e81179-1ad7-4964-96f0-6043f021e6c2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=1923cfba-f5dc-4a57-a451-da289b06d95d | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=73bb0b70-206f-4d44-b739-1da18849d600 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ae902df1-bb84-404d-b30b-89d92dcfe0b8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=920fd38f-4319-473c-b33a-8e053878de6d | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=44019f94-5af7-46ba-b44b-bcd02fe01fba | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=2b1a10e6-6a5e-4b3b-a85e-2e228d60c43c | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=0 | catalogMs=3
recommendations request | id=7205eec5-0948-4fc7-b0ef-c8c30f9fa9f7 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=1
recommendations request | id=f4ee62a9-d7ba-431a-a844-edfda318551e | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=66efe040-cbf1-4437-ae9a-f518c617bb0e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=08db3743-5f56-4af0-ac7f-aad43a482b7d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=978d5b47-dc19-4449-b24f-60b95fd10ccc | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=456fe39b-c153-48c0-9ea1-a07993b0b231 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c7cd77e9-0dde-4780-92bb-b78ba54e69c5 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=3bef9eea-c312-4e84-b27b-8ce3ce25f32f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=19132419-5f73-4018-96d5-6ee1f259d961 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=0538989e-c614-434c-8b8d-3d168129ad3d | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=fbce9c1c-1e53-48e1-bfd0-a0e5d2de8740 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=8d1f3872-6a3d-455f-bf95-1f23542a48e7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f8742ded-6afd-4065-a6c1-cd252ce6bc93 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=40f84ce6-a613-41a1-a7e5-ee796ff5f1ec | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=eae9e861-7532-4069-a192-32cfeddd2fc4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=030cd7d1-d9e6-43c2-8f22-d99f92d00b87 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=be93f141-74e5-448a-9da9-4ffbbbd0ea35 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=a9c29db3-e6d3-4e0a-be63-84443b6ba309 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=a9597248-20ca-48d4-977f-e919ad6e9c1a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=fa1a9f88-b0ca-44b2-a437-3d0909901ba7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=65c25ce9-cdf6-4469-9595-738f17823194 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=955b431f-af1c-40e4-ac73-02f3cd5ba957 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=9c29aa76-ee42-4030-8273-bbae455af781 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=e000dde5-431b-4db2-abbf-8ee1bd108c1d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=82b3d014-acc2-477f-83f3-2c5bdaba744c | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=2
recommendations request | id=ace34a0c-d9cc-42dc-bd82-2251f6e6581b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c075658b-c0d3-4f55-9659-5493e837ea35 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=06f94679-fb0b-4adc-bea8-e2d532743d69 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=2
recommendations request | id=7bbead9c-817f-4c12-a354-fb837590e879 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=3bdb30a6-207f-4774-b989-7f91a5f88ed8 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=ebe22da1-cb5a-4d0c-8f0c-e0e1c9bcf5b9 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=0d2ef12d-af0b-4d76-9ff0-beb8a700e4a2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=760c72a6-1d26-4dd4-8b44-a7b886b4d39a | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=e0d96b36-8399-4b4d-90f5-5a86dd15115e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=698007e4-00f0-46a3-a30f-e0ea6102f788 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=5a865a92-6624-4961-95ea-9c0cab0b14d8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=717208c5-9b1f-4801-9265-e4b74f680af3 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=63fc49e4-6c3e-4665-99a8-e4e4b12d38a6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=2
recommendations request | id=be2d14f5-2de5-4fc7-815a-8d051ed757db | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=4a5a0348-4eef-4123-946a-82e272b95b76 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=bb54d905-581e-475d-9255-064ddd3c40ad | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=3 | catalogMs=2
recommendations request | id=31057b9a-4a27-4274-ab2d-e63aeaabbec2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=bdad2a17-2473-4f69-ae3a-91759113552a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=30266fe3-8bae-47a4-9e20-dec1465f9773 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=a3da005e-d6b2-4bd8-b4ae-37e6d4666766 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=7191cc1c-d698-4a21-aaf8-c203e7dac56e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=4bbd516f-85ab-4f94-92f1-9cdcb0ce8d19 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=ea9d543f-7288-4a9f-a04f-b72275e23cce | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=d8482594-060d-4626-bd54-46905b470743 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=3 | catalogMs=2
recommendations request | id=4c46c4d6-7995-4aa1-8abc-c2c6d56cd357 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f3801a80-bbe0-4dd6-a776-2e49339ea401 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f9637bf9-4bbb-4ce4-bf54-37c008aabb00 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=81acb88a-0711-41eb-bbe0-f66d2e3de017 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=83f4f513-4236-4dfb-8d60-12df9da9bf33 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=fa7fe2bd-aa03-4492-b06b-cf3860018143 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=dc24db3c-aa98-4443-90f6-25f8a07526d7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b2f3e757-0072-4a82-8a74-5a3c4ff816d1 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=031f48a1-ef68-40c3-b85c-9f4b756bc834 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=4
recommendations request | id=316e0607-bde1-49bd-b8b4-c12d7bf32891 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=3 | catalogMs=3
recommendations request | id=fc528fd3-d7e2-4422-b16c-20b117dc2f12 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=9764ab5d-9d7b-4112-9571-d0f2eeb1a804 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=0951fa06-f537-4408-a80d-26f4a3708d8f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=4d150d27-e904-4fb7-8b60-291c58bb9f33 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=b19020c7-7c4b-4b69-955f-4a8f60243810 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=1
recommendations request | id=af6c1dfb-7325-42b2-ad11-f13ffb3d873e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=662c0dda-e201-47d6-9307-87248dad1d50 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=7f9d2902-af96-4055-833b-a44e3583c6e4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=7d09a409-b98a-4326-b4e2-d58d24140db3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=5630c323-d91b-487c-ae62-95ff2687b494 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=7d543907-92f6-450d-a795-7491f3430eac | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=cef64eea-0367-47fc-9a6b-fbbdd715b6e9 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=9cd82ee1-669e-47aa-a89b-f6c9faaa068c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=f3c2894e-f041-4ce9-b619-480a5616e1cb | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=2
recommendations request | id=9b3f855d-dcdf-4765-a5cd-d612aa298a06 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=0 | catalogMs=1
recommendations request | id=bfbe533a-04dd-46e6-8408-c6cc99d15587 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=9ace1288-d9a2-42a2-afab-7e491763d42c | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=cafc8858-f117-4be2-aeb2-13b0d08276a9 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=9119854c-71d0-4c40-8a26-fdfa2ef58595 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=c85bb356-e447-4ff6-82ab-2381cca68fee | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=2b37c41b-c7b2-443d-a283-4473e5f2fe6e | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=3
recommendations request | id=0d3c3777-2cac-40a3-8207-46cb9775015e | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=6
recommendations request | id=962644a1-ab8d-45a8-a294-15874d78d7e3 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=a3c2f8c0-72cc-4621-91a7-22d82fb82236 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=99608173-504e-4595-a3ad-06fb5b28679e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=61b512ad-e1fa-46d9-a00f-10c2498b084e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=76c7d649-53b2-41ea-853a-c193bf8977d4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=8cd785ab-c69d-460c-a1dd-fd439b035761 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f8a57409-62e0-41b4-9325-125e97057f28 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=24513920-df8a-4cc6-98b8-cbba8303e8ab | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=ef19edcd-8906-41d0-895a-9bf883eda5ce | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=a954149c-63f7-4bd3-90fe-77bd273acedd | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c88746a5-9d29-4e6f-8c9b-c004ddb9874c | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=d7bc2011-c512-4fac-bf37-c8c64f66340f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=fe74d397-ebe7-4fab-b30d-308bf11aa9e4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=2845f83f-778d-4537-9095-322b14d08b0b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=aa155a72-2b3d-4081-8f5b-ca550ba7ac55 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=4
recommendations request | id=9a893c3e-8912-440f-9f93-20cf716f2a51 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=2 | catalogMs=4
recommendations request | id=aa872373-1c1b-48c7-a9dd-d945769ef76e | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=d825eda5-e2a4-47ac-a939-f55272472622 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=4 | catalogMs=4
recommendations request | id=5629f3e6-5685-45dd-992b-5d7718ae282d | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=4 | catalogMs=7
recommendations request | id=6a49147b-1de6-430a-a931-8932c5ee3684 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=455d2f66-da83-4193-9ec8-ffdd34cfb19e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=62e571ff-829d-4a82-a57c-93373003d397 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=38ac1966-f3a4-4d7c-9fdc-98f28320e57a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6ef17a49-73f9-4ec8-bed1-007e2fc163e3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=9440ac3c-f444-401d-bcb7-4a9e262d3180 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3719c9b2-7f08-45e0-a5d1-5f889bd54367 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=eb8a272f-d5a0-4d1e-84bf-3aaa68e24007 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=0 | catalogMs=3
recommendations request | id=bd1079dd-467d-4586-a1f4-0a7f2b795c04 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=b6af48d0-abe4-4a8b-af0b-30d0bee4cc23 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=fd56e0f1-8c14-4fae-98ec-80e1b5ae7f2d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=682844cb-da56-4ed5-9c0b-3899c8fecb5b | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
